ImageID,Labels,Caption
18891.jpg,0,snowboarder resting on side of mountain admiring view
18892.jpg,0 6,a man is waiting on the subway train to get here
18893.jpg,7,caged sheep in back of pickup truck at gas station
18895.jpg,0,three professional soccer players are going after a soccer ball
18898.jpg,0 12,street signs are displayed on poles beside the sidewalk
18900.jpg,17,a dog looking at a steer through a chained fence
18902.jpg,0,professional baseball game featuring batter and catcher and stands
18903.jpg,4,a commercial plane on a runway in a open field
18906.jpg,0 9 2 14,a woman in a short dress talking on a phone
18907.jpg,0,a young man in black wearing a white tie
18910.jpg,0 5,a white and black passenger bus at a paved intersection
18912.jpg,0,a man is playing a video games as others watch
18914.jpg,0,a female in a black shirt a toilet and a shower head
18916.jpg,0,angel's ethier player hitting baseball off fast pitch
18917.jpg,7 2,many different types of toy trucks next to each other
18919.jpg,0 6,a group of kid sit in front of a train
18921.jpg,0 5,a bus is on the street preparing to pick up passengers
18923.jpg,0 4,an airplane parked on the runway in front of the hangar
18925.jpg,0 2,a man in a brown shirt is holding two large stuffed teddy bears
18927.jpg,0 2 3,group of different types of motorcycles on a road together
18929.jpg,0 2 5 6 9,a trolley stopped on a city street with pedestrians walking in front
18930.jpg,0 14,a row of benches sitting inside of a building
18933.jpg,0,people are standing outside of a hut with a cow
18935.jpg,0,a dinner table with several different dishes on it
18937.jpg,0,a guy in a baseball uniform with a bat and a ball
18941.jpg,16,a couple of cats sleeping on a counter with a white plate between them
18942.jpg,0,a cluster of folks run together on grass while another man holds a white frisbee
18943.jpg,0,a man climbing in an elephant across the water
18946.jpg,0 12,a group of people wearing giraffe heads walking next to each other
18949.jpg,0,a little boy is playing with a camera
18950.jpg,0 14,several divers are sitting down while men in construction suits stand around and talk
18951.jpg,17,a small white dog sitting in front of a doorway
18954.jpg,0,cooked food items displayed on plate at table
18956.jpg,0,a man pushing a luggage bard through the middle of an airport
18958.jpg,0,a tall young man in a small apartment
18961.jpg,0,a woman standing over a table filled with ripe bananas
18963.jpg,0,a man in a blue track suit leading a cow
18964.jpg,1 2 3,a group of motorcycles are parked on the side of the street
18966.jpg,0,a man riding on top of a white surfboard in the ocean
18968.jpg,0,a mirror with a teddy bear and a cassette tape in reflection
18969.jpg,0 1,a young boy playing a  game of frisbee
18971.jpg,0,this is a man and woman playing a video game
18973.jpg,0 2 3,two men are inspecting a silver motorcycle together
18975.jpg,16,a cat standing by a cake and a white plate
18976.jpg,8 17 18 0,a woman and a man standing with a horse in a boat and a dog laying next to it
18978.jpg,0,a little boy holding a giant green tooth brush
18979.jpg,10,barber shop sign next to a red and black fire hydrant
18982.jpg,0,a group of people at the beach playing with a kite
18983.jpg,0,a man running with a tennis racket in his hand
18986.jpg,7 0 2 10,a lot of people standing around a fire truck
18988.jpg,0,a plate that has a half-eaten pizza slice on it
18989.jpg,4,four planes narrowly pass each other in the sky
18991.jpg,15,a large gray bird perched on a small tree branch
18993.jpg,0,a tennis player bounces a tennis ball during a match
18994.jpg,7 2,a truck that is driving down the asphalt near grass
18995.jpg,0 6,a train traveling down racks next to  houses
18998.jpg,7 0 2 3,three motorcycles in front of a white vehicle with people in the background
18999.jpg,0,a person standing in the snow next to a snowboard
19000.jpg,15 8,a bird on top of a small boat
19003.jpg,0,people at a zoo observing a giraffe leaning down to take a bite of grass
19005.jpg,0,a kid in a baseball uniform wearing a hat and glove
19006.jpg,0 2 3 7 9,a long row of motorcycles have passengers that are wearing black
19009.jpg,0,a person sitting in a chair with a cell phone
19010.jpg,6,a train going by old shipping containers
19012.jpg,0,a man riding skis down the side of a snow covered slope
19013.jpg,0,a person standing in the living room with other people sitting on couches
19016.jpg,6,a couple of trains carts in a station
19019.jpg,0 2 5,a city bus driving down the street to georgetown
19022.jpg,0,two giraffe reaching through a wooden cage to kiss a woman's hand
19023.jpg,7 0,a young man wearing a catchers mitt next to a red car
19027.jpg,0 6,a vintage steam locomotive waits at a station
19028.jpg,7 0 5,women lined up with luggage beside a bus
19030.jpg,0,lots of blue and white umbrellas on the beach
19034.jpg,15 0,at the beach a person has their arm raised and a bird is flying
19037.jpg,7 0 2,a group of men playing  game of soccer
19040.jpg,0,a group of people standing side by side holding skis
19042.jpg,0,a couple of people in the dirt with a frisbee
19043.jpg,4,military float plane flying overhead on cloudy day
19044.jpg,8 0,a man in wading pants carrying something down a grass hill to a boat
19046.jpg,0,the two people are at the top getting ready to ski down
19049.jpg,0 2 5 7 9,a protestor's display on the side of the road
19050.jpg,10,a large building is now sitting empty and abandoned
19051.jpg,17,a boston terrier dog standing on the grass with a toy in front of it
19054.jpg,0,a table topped with two wine glasses next to bottles of wine
19057.jpg,7 2 4,large white air plane parked on a landing strip
19058.jpg,2 0 10,a crowd of people standing outside of a tall building
19060.jpg,0 14,a man riding a skateboard on top of a ramp
19062.jpg,7 0 2,a group of young boys standing in a field wearing softball uniforms
19063.jpg,0,a man swinging a tennis racquet on top of a field
19066.jpg,6,a train maintenance vehicle sits on train tracks
19068.jpg,0,the young boy in a sweatshirt flies a kite near a crowd
19071.jpg,16,two cats are laying down on a covered bed posing for the camera
19074.jpg,16,a cat that is laying down on top of a dressed bed
19075.jpg,4,a white and blue commercial plane taking off for flight
19076.jpg,0,a group of people in room with some food on display
19078.jpg,0 14,a person sitting on a bench with a guitar
19079.jpg,0,a man holding a tennis racquet next to a tennis ball
19082.jpg,8,a large group of swan boats on the water
19083.jpg,0,people sitting on rocks while they watch elephants in the water
19085.jpg,1 10,a yellow and blue fire hydrant outside of a brick building
19087.jpg,0,four young men stand in a circle with one of them on a skateboard
19089.jpg,0 18,a horse that is pulling a carriage with people inside
19091.jpg,7 9 2,a city street filled with lots of traffic at night
19092.jpg,0,a young man playing a game of frisbee
19093.jpg,18,a horse has a harness on its face
19094.jpg,16 0,a kitten is sitting in a clear bowl
19097.jpg,0 4 8,a sea plane on a wooden structure on a body of water
19100.jpg,9,a black and white photo of a traffic light
19101.jpg,0,a person is throwing a frisbee at sunset
19102.jpg,7 0 4,a large jet blue jet sitting on top of a tarmac
19104.jpg,12,a store with a worn down looking front and dirt parking lot
19105.jpg,0 14,a dilapidated bench on a board walking overlooking the beach
19106.jpg,9,a yellow caution sign sitting on a light pole
19109.jpg,0 8 14,people in hats holding a conversation while sitting in boats
19111.jpg,0,old photograph of baseball team posed on a set of steps
19112.jpg,0 2 3 5,a man with a bald head standing next to a street
19114.jpg,0,two chefs are holding a pizza on a board
19117.jpg,0,the vending cart has many oranges arranged around it
19120.jpg,0,a man and a young child skiing across a snow covered slope
19121.jpg,0 14,a woman dressed in black walking beneath an umbrella in the rain
19126.jpg,14,a close up view of a wooden park bench
19127.jpg,0,a young person in a field with a frisbee
19128.jpg,7 0 9 2,a young man with sweater and pants skate boarding
19132.jpg,0,the baseball batter stands at home plate next to the catcher
19135.jpg,7 1 2 14,a city street filled with lots of traffic
19136.jpg,0 5,the number 407 bus at a stop going to town center
19139.jpg,0,two small children hiding their faces behind umbrellas
19140.jpg,0 17,a very cute small dog laying at the feet of a person
19144.jpg,0,a large basket is full of banana bunches
19147.jpg,0,a group of people standing in front of an elephant at a zoo
19149.jpg,15,a bird is looking for food in the desert
19150.jpg,0,a man and children stand in the slow with their arms in the air
19151.jpg,0 9 2 5,two red double decked buses driving down the road
19153.jpg,0 17 5,an overhead view of a bus shows it's rusty roof
19155.jpg,0,a small girl her birthday cake and another person is standing behind her
19158.jpg,0,a man wearing a mask and holding a hammer looks into a refrigerator
19159.jpg,18,two brown horses standing next to each other on a green grass covered field
19162.jpg,0,a little girl smiles as she holds a wii remote in her hand
19165.jpg,7 0 2 14,a group of people sitting on top of a blue bench
19167.jpg,0,a skateboarder jumping over the edge of a skate park bowl
19169.jpg,7 0 10,there is a firetruck and fireman by a fire hydrant with a hose
19170.jpg,0 1 2 7 9,a street intersection busy wtih traffic as a man at the corner sits on his bike
19173.jpg,0,a shirtless man riding a skateboard in a skatepark
19176.jpg,0,a woman feeds birthday cake to a baby in a high chair
19180.jpg,0,a person ridding the waves on a surfboard about to wipeout
19181.jpg,15 0,a person standing in the grass catching a frisbee
19183.jpg,0,a child looking at 3 lit candles on her cake
19187.jpg,0,two middle aged men eating pizza outside in front of mountains
19188.jpg,0 14,a baseball player getting ready to hit a ball
19191.jpg,9 2,an empty street with light traffic at sunset
19192.jpg,0,a man in the batting cage practicing his swings
19194.jpg,0 6,an antique steam locomotive replenishing its water supply
19196.jpg,7,a pick up truck that has several road cones on it
19197.jpg,0,a baseball player taking a switch at a hit
19200.jpg,0,a man in his ski gear is high in the air
19202.jpg,0 14,a young man riding a skate board wearing a helmet but no elbow pads
19203.jpg,0 14,a pier with wooden benches and a man sitting
19205.jpg,8 5,red double decker bus parked on a parking lot
19206.jpg,0,two people with computers working in a library
19209.jpg,0 2,young man on a skateboard approaching a street
19210.jpg,4,a small airplane on the runway getting ready to take off
19211.jpg,0 2 5,two different buses at a bus stop as people walk across a street
19213.jpg,8 0,a pier with a red light house and a boat approaching
19217.jpg,0,assorted diced veggies on plate include onions carrots and onions
19218.jpg,9 12,a stop sign another sign with an arrow and a traffic light with a red arrow
19221.jpg,7 0 3,a large white truck parked in the middle of a forest
19223.jpg,0,a man that is sitting on a cow
19225.jpg,0 2 12 6,a trolly train passes through a street
19226.jpg,0,a baseball player is about to throw the ball
19229.jpg,3,a motorcycle kickstand down on a parking lot
19231.jpg,8,two boats in front of a light house
19232.jpg,0,a man with a beard wearing a blue shirt is smiling at a camera
19235.jpg,0,a woman kneeling down on top of a baseball field
19236.jpg,7 0 9 2,a street sign in some asian part of the world
19238.jpg,7 0,a woman is down on the ground and trying to throw a frisbee
19240.jpg,0,a family stands at the top of a mountain while skiing
19242.jpg,16 14,a close up of a cat on a wooden bench
19244.jpg,0 1 2 3 5,a city street filled with lots of traffic surrounded by tall buildings
19245.jpg,15,a pair of birds sitting outside of a window on a ledge
19246.jpg,17,a small dog begging for food on top of  a plate
19247.jpg,0,a couple of men standing next to each other holding wii game controllers
19249.jpg,0 4,a small propeller plane sitting underneath a covering at an airport
19253.jpg,0,a baseball player holding a bat standing next to home plate
19254.jpg,0,two people riding skis on a snowy surface
19257.jpg,0,two children practicing for a ski race without poles
19258.jpg,7 0 2,a man holding a can has a cell phone to his ear outside
19261.jpg,0 2 5,the tour bus is painted with blue and green designs
19263.jpg,16,a big fat cat laying next to a pair of tennis shoes
19264.jpg,0 18,two uniformed people riding horses on a road
19266.jpg,0,a man on skis prepares to ride a slope
19268.jpg,0,a toddler is playing music on a piano
19269.jpg,14,"town square decorated for the christmas season with a large lighted tree and a merry christmas"" banner"""
19271.jpg,0,person walks along beach as they fly their multi colored kite
19274.jpg,0,a person performing a stunt on a snowboard
19277.jpg,0,a boy standing in shallow water fishing with two cows in the water too
19278.jpg,1 3,an older model harley davidson motorcycle in a room
19279.jpg,0,people standing in a airport that are holding luggage
19281.jpg,7 0,a group of people watching a black cow eat from a blue pot
19283.jpg,0,a man is holding the camera wearing a green polo and sunglasses
19285.jpg,0,a young man hitting a tennis ball with a tennis racquet
19288.jpg,15,little white birds are along the waters edge
19289.jpg,16,kitten staring at a laptop screen as its paws are on the keyboard
19291.jpg,15,flock of seagulls standing on the shoreline staring into the water
19293.jpg,0 14 6,woman on the train platform reading a book in front of her luggage
19296.jpg,4,a swift air airplane at the airport getting ready for take off
19298.jpg,0,a group of people sitting down next to a giant pizza
19300.jpg,0,a baseball player swinging a bat at a ball
19301.jpg,9 2,apartment building near a street intersection at sunset
19305.jpg,0 1 2 5 7 9,a blue car driving in front of a silver bus
19306.jpg,0,a woman at an outside chair and table looking at her cell phone
19308.jpg,0,a snowboarder does a trick in the air
19311.jpg,7 2,a view of a bunch of sheep standing in a pen
19313.jpg,0 4,four jets are flying at an air show
19316.jpg,0,in a park a girl runs to catch a tossed frisbee
19317.jpg,0,a ski lift above skiers and snowboarders on a snowy mountain
19320.jpg,0 6,a train at the train station with passengers boarding
19321.jpg,0 14,a pair of people on a wooden bench on the back of a elephant
19323.jpg,15 0,a person standing on a pier next to a drib on a railing
19327.jpg,0 17,a woman wearing skis with her black dog in he snow
19328.jpg,9 2,a car goes through the intersection surrounded by snow
19331.jpg,16,a fat cat sleeping on a rainbow bedspread
19332.jpg,0,a man holds a big picture in front of some surf boards
19334.jpg,0,a woman holding two pairs of scissors next to a display
19336.jpg,0 2,a room full of people sitting at several tables eating and drinking
19338.jpg,0,a man sits at a messy desk working on a computer
19339.jpg,15,a couple of birds sitting on top of a tree stump
19341.jpg,0,a young boy eating a plate of food at a table
19342.jpg,0,a teddy bear sitting at a table with a bottle and a bucket of flowers
19344.jpg,0,a man smiling for the camera at his desk
19347.jpg,0,a boy leans on a counter next an almost empty soda bottle
19348.jpg,0,a chef opens up an oven in a kitchen
19350.jpg,4,a larger jetliner flying through a gray sky
19351.jpg,17 14,looking out from the ruins of a building to dogs in a courtyard
19354.jpg,0,a man holds a frisbee up to the sun
19357.jpg,0,lady and two men holding objects watching something
19358.jpg,0,a group of people posing for a wedding picture
19362.jpg,13,a parking meter on the grass by a road
19363.jpg,0 2,a person on a scooter and someone on a skateboard pass each other
19365.jpg,0 2 5,a white bus stopping to pick up passengers
19368.jpg,15,a large bird walking across a wet beach
19369.jpg,0 2,a group of people including children playing tennis on a court
19371.jpg,0,a woman tennis player hitting a ball
19373.jpg,0 12,a guy smiling in front of a stop sign holding a sign
19374.jpg,7,the truck carrying the cow is driving on the road
19376.jpg,9,an unlit traffic light system in a european country
19380.jpg,0 14,a woman moves her racket in order to try to hit the ball in an indoor tennis court
19381.jpg,16 0,a man lies in bed resting while a small black and white cat wearing a cone lies on top of him
19384.jpg,0,a person pouring batter into a doughnut maker
19386.jpg,0,a man tries to hit a tennis ball
19389.jpg,17,a dog in front of a plate with a cup cake
19390.jpg,8 0,a group of people standing on top of a boat in a river
19392.jpg,0,a small kid standing in a field with a frisbee
19393.jpg,7 0 2 5,an elephant is in the back of a open truck
19395.jpg,0,a group of people that are in a terminal
19398.jpg,0 6,a train is waiting in the station
19402.jpg,0 1,a person on a bike with a cell phone
19403.jpg,17,two cows and a dog rounding them up
19405.jpg,0,a man standing on top of a hill flying a black letter shaped kite
19407.jpg,16 0,there is a person doing something in the image
19408.jpg,0 2,a yellow sign that is on a sidewalk
19410.jpg,7 3,a silver truck with a large horse trailer attached to it
19412.jpg,0 1 14,an older woman sitting on a park bench with people behind her
19414.jpg,0,a person jumping up high in the air from a ramp
19415.jpg,0,a lady on her skies is standing away from the camera
19417.jpg,0,a table with several plates of food and cups of drink
19421.jpg,0 4,a person guiding a plane in to landing as hoses spray stuff
19423.jpg,0,there are a group of people snow boarding on the hill
19424.jpg,7 0,two men standing next to each other near a white truck
19428.jpg,0 9 2 5,a red bus driving down a street next to trees
19431.jpg,5,a black double decker bus advertising a radio station
19432.jpg,0,several people with wine glasses at a party
19433.jpg,7,a black and silver truck a house and two atvs
19434.jpg,0,a woman with orange hair holding an umbrella
19438.jpg,0,a snowy hill with a tree lined area
19440.jpg,4,a small engine plane flying through the air over some woods
19441.jpg,7 0,a group of men standing next to a truck unloading it
19443.jpg,0,a group of people who are outside on snow skis
19444.jpg,15,a large white bird walking across a pond
19445.jpg,6,a large white train car made to look like a bus
19447.jpg,0,a many colored beach umbrella stands in the sand at the seashore
19449.jpg,0,a man flipping of a turd he left in a toilet
19451.jpg,0 2 16,a fluffy cat sleeping on the hood of a car
19454.jpg,0,a man with a baseball uniform on pitching the ball
19455.jpg,16,cat looking away from a computer and lots of toys and books
19456.jpg,2,a blue and white chair with massive wheels
19457.jpg,0,a young woman sitting at the bottom of a marble stare case
19459.jpg,0,celery broccoli tomatoes and other various vegetables cut on table
19461.jpg,0,a man in suit sking down a slope with poles
19465.jpg,0,a baseball player for the detroit lions getting ready to bat
19468.jpg,0,a woman holding a happy birthday sign with a cake in front of her
19469.jpg,1 2,close up images of bikes parked next to the highway
19472.jpg,0 8,the kite is flying by the blue water
19475.jpg,17,a brown bear laying on top of a leopard print bench
19476.jpg,7 0 2,a blue street sign sitting next to a street next to a  building
19478.jpg,15,two birds standing on tree branches and looking in opposite directions
19479.jpg,0,a pitcher on the mound throwing the ball during a baseball game
19481.jpg,0,left handed batter awaits a pitch in a baseball game
19483.jpg,0 2 7 9 17,two white dogs being walked  beside cars
19484.jpg,6,a commuter train pulling into a train station
19485.jpg,0,a couple of young men kicking a soccer ball
19489.jpg,0,a young child leaning over a tub filled with apples
19490.jpg,0,a vegetable stand with close up of broccoli
19492.jpg,16,a black cat has its head in a white toilet
19494.jpg,18,horses are running free in a green field
19495.jpg,0,desserts on white yellow and blue plates sitting on a table with a white tablecloth
19497.jpg,7 0 14,a large transport truck with an orange tractor on back of it
19498.jpg,0,person doing a high jump with a skate board
19500.jpg,6,a train runs along a railroad track with another close behind
19501.jpg,14,one wooden bench with a bit of snow on top
19502.jpg,0 14,a man in a jacket with a white hat is sitting alone on a bench
19505.jpg,0,decorated umbrellas made by people with writing on
19508.jpg,0,a little boy sitting in a large piece of luggage
19510.jpg,0,woman in glasses looks over her shoulder while playing the wii
19512.jpg,0 14,antique black and white photograph of baseball player with two bats
19514.jpg,0,a close up of a plate of food
19515.jpg,0,two people playfully posing with a snowboard fighting over a snowboard
19516.jpg,4,a airplane that is flying in the sky
19517.jpg,12,the green sign is attach to a fence post
19520.jpg,0 14,a baseball player holding a bat next to home plate
19523.jpg,16 0,a cat that is standing in a refrigerator
19525.jpg,7 0 9,a crowd of people standing around a row of food trucks
19528.jpg,0,a close-up shot of a young lady talking on her cell phone
19529.jpg,0,a boy in a goalie outfit throwing a ball onto a field
19531.jpg,0,a man with a disney sweater on holding a hot dog and ketchup bottle
19534.jpg,0 14,a person standing on top of a beach as the sun sets
19536.jpg,0,a woman standing in the ocean while a boy carries a surfboard in the background
19539.jpg,0,a herd of zebra standing next to each other
19543.jpg,0,a couple of girls standing in a livin groom holding wii controllers
19545.jpg,7 0 9 2,a car is stopped at a stop light near by is a large brick building
19549.jpg,0,a crowd of people walking down a road surrounded by umbrella
19551.jpg,0,a cookie with a chocolate filling on the inside
19553.jpg,7 0 9 2,a busy city street filled with cars and people
19555.jpg,0 3,a line of motorcycles are parked in a row ranging from vintage to rocket
19558.jpg,0,a baseball game with players in motion running and reaching
19560.jpg,0 9 2 5,a street light sits on the corner of a street
19561.jpg,0,a group of men standing on a road with 2 little boys in front of them; one boy is pointing at something
19563.jpg,0,a painting of a person taking a hot dog out of a jar
19566.jpg,0 12,a boy is skateboarding as the sun is going down
19567.jpg,7 0 4,a very big pretty blue plane parked by trucks
19570.jpg,0,a baby sitting in chair eating steamed broccoli
19571.jpg,0,a child running through a field with a kite
19573.jpg,0,a newborn baby is holding a small stuffed animal
19575.jpg,0,people splitting up a box of mixed doughnuts
19579.jpg,18,the desert countryside with quick walls during the winter
19580.jpg,0 1 2 8,a young boy riding a surfboard on top of a pier
19582.jpg,0,a woman sanding in a  kitchen in front of an oven
19583.jpg,0,a group of people with toy swords in a crowd
19586.jpg,0,the naked baby in the water is holding a frisbee
19587.jpg,0,baseball players on a field with tree covered mountains in the background
19589.jpg,0,a man sitting in a chair eating food off of a white plate
19590.jpg,15,an all white black cow standing inside of a gate
19592.jpg,0,a young man sleeps on a couch under a blanket
19594.jpg,0 3,two dirt bike racers are racing each other
19597.jpg,0,a woman standing on the top of a hill filled with dry grass
19600.jpg,4,a large passenger jet sitting on top of a runway
19601.jpg,0 17,a book about a dog with a dog in the background
19605.jpg,0 2,several people in a market place holding umbrellas
19606.jpg,0,a man balancing himself on a surfboard in the ocean
19609.jpg,7 0 9 2,a white van driving down a street next to a tall building
19611.jpg,0 14,a lady is touching her lip holding her purse on the bench
19613.jpg,0 1 13,a black and white photo of parking meters and a bicycle rider
19614.jpg,0 6,a train engine makes its way down a track
19615.jpg,3,a large kite with a strange face on it
19617.jpg,0,a baseball player holding a bat over an opera singer
19619.jpg,14,a couple of umbrellas that are in the middle of trees and flowers
19620.jpg,0,a woman holding a tennis racket on a tennis court
19622.jpg,0 3,a person on a motorcycle driving on the road
19627.jpg,2,a herd of sheep walking across a road in the wilderness
19628.jpg,18,two cows behind a metal fence eating some grass
19629.jpg,0 2 12 5,a couple young men that are skateboarding at a skate park
19631.jpg,12,a red stop sign sitting next to a forest
19632.jpg,0 3 5,a weird looking blue bus in a field
19633.jpg,0,a mature man playing a video game while others wait their turn
19635.jpg,17,a dog sits in the driver's seat of an automobile
19636.jpg,15,a couple of birds perched on top of a piece of wood
19638.jpg,15,a photo of a staged scene is shown for display
19640.jpg,0,adults along with young men preparing food dishes in kitchen
19641.jpg,0,a man that is holding a bat standing in the dirt
19643.jpg,0,a lone woman in a white background stands and brushes her reddish brown hair
19646.jpg,0,a woman that is holding up a cellphone
19648.jpg,0 12,a woman leaning on a pole holding two traffic signs
19649.jpg,0,a table selling fruit at a market is set up very neatly
19651.jpg,0 1 2 9 18,a white horse draped in royal orange colors
19653.jpg,0,two men on a sofa holding laptops next to table
19657.jpg,0,a person that is fine a kite in the air
19659.jpg,0 2,a child walks in a yard holding a toothbrush
19660.jpg,17,some animals that are hanging out in the dirt
19661.jpg,0,lavishly decorated chocolate cake with one blown-out candle
19665.jpg,0,a table with two glasses and a plate with a chocolate dessert and a spoon
19666.jpg,0,a pitcher delivers a pitch during a game
19669.jpg,0,a couple of small wind boats on the water
19671.jpg,0,a man holding a tennis racquet on a  tennis court
19676.jpg,0,diners hold slices of cake on their forks
19678.jpg,0,a group of people flying kites at the beach
19682.jpg,0 4,a large airplane sitting on top of an airport tarmac
19684.jpg,0,a couple of hot dogs and napkins on a table
19685.jpg,0 6 14,a train speeding by fast through a station
19687.jpg,0 9 2 5,a red and yellow bus sitting below very tall buildings
19689.jpg,0 18,a handler walks with a racehorse down the track
19693.jpg,10 2,a red fire hydrant wut ha white top
19695.jpg,0,a large chocolate cake topped with chocolate shavings
19697.jpg,3,a motor bike parked next to a tree
19698.jpg,16 0,a person laying in a bed with a cat
19699.jpg,0,a young man is actively using the video game remote
19700.jpg,4,a large commercial passenger jet flying in the air
19703.jpg,0,multiple people line a street with brick buildings
19705.jpg,0,a person standing in front of a television playing wii
19707.jpg,14,a patio with benches outside a brick building with stairs leading up to a door
19708.jpg,9 2 14,there is a bench against a building on a sidewalk
19709.jpg,0,a man is holding a couple of game controllers
19712.jpg,0 9,a man with a camera sitting on top of a traffic light pole
19713.jpg,0,a man feeding a child some birthday cake while his mother holds him
19715.jpg,0 4,antique warplane surrounded by safety cones near person
19719.jpg,0 10,a young boy posing next to a fire hydrant
19720.jpg,0 1 8,a woman talks on a phone as a person on a bike passes her by
19724.jpg,16,two cats sitting in a window sill in an apartment building
19726.jpg,0,there is a ham sandwich on a plate with chips
19727.jpg,0,a baseball bat being held by a baseball player
19731.jpg,0 14,two different shots of a woman on the tennis court
19733.jpg,16 2,a black and white colored cat and a dark colored cat with stripes both sitting on opposites sides of a piece of furniture and looking out of a window
19734.jpg,17,a white dog with a gym shoe in his mouth
19735.jpg,2 0 9 1,a blue sign suspended above a street with cars driving under it
19738.jpg,0,a man in a plaid shirt riding on a skateboard
19743.jpg,0 2,a person riding on a skateboard in a paved area
19745.jpg,0,a man stands on a surf board in the water
19746.jpg,0,a couple of kids laying on a bed
19749.jpg,0,a man on a surf board riding a big wave
19750.jpg,0,a man standing on top of a tennis court holding a racquet
19753.jpg,16,a black and white cat standing on a table next to flowers
19755.jpg,0,this person is riding the waves on the water
19756.jpg,17,a small dog making a sleep face with long brown hair
19758.jpg,4,an army plane is parked at its respected station
19760.jpg,7 0 2 5,a red double decker bus driving through a city with tall buildings
19762.jpg,0 17,dog appearing to be viewing television set on floor
19764.jpg,0,several people on a beach as one para sails
19765.jpg,16,a cat is sitting on top of a suitcase
19768.jpg,2 6,a train travels on the tracks through the woods
19769.jpg,1 13,a bike parked next to a parking meter
19770.jpg,0 16,a cat sitting on a couch watching television
19771.jpg,8,a cows sitting around and next to blue boats in a field
19773.jpg,0 14,a little girl holding a white frisbee next to a play ground
19775.jpg,7 0 2,a large cathedral type building in a city
19777.jpg,0,a group of people standing around a table covered in food
19778.jpg,0 14,a baseball player swinging a bat on a baseball field
19781.jpg,0 2,a large giraffe standing in the middle of traffic
19783.jpg,0,a group of young men playing frisbee in a field
19784.jpg,0,a person cutting bananas in half on a cutting board
19788.jpg,8 14,a beach area with umbrellas and padded lounge chairs at dusk
19789.jpg,7 17,a dog is sitting next to a large red pole
19790.jpg,16,the black and silver cat stands on a plate
19791.jpg,0 14,a group of girls on a field playing soccer
19793.jpg,7 0 9 2,an overhead view of a city street filled with traffic
19795.jpg,0,a man standing on top of a tennis court holding a racquet
19797.jpg,0,a man flying through the air while riding skis
19799.jpg,12,a stop sign above a crosswalk sign beside a tree in front of a building
19801.jpg,0,a young person sitting at a table with a plate of pancakes
19802.jpg,7 2 6,a train goes along the tracks parallel to a highway
19804.jpg,8,a boat traveling on the water in front of mountains
19805.jpg,0,a man riding skis down a ski slope
19806.jpg,0,two men and one woman sit on a couch and hold wii remotes
19808.jpg,0,man in black and red jacket standing beside a cow
19811.jpg,7 2,two old trucks sitting outside a building with other cars
19813.jpg,0,a man riding a wave on top of a surfboard
19815.jpg,0,a woman using a smart phone while standing next to a building
19818.jpg,7 0 2 4,a van near a jet on the tarmac
19820.jpg,0,a group of kids on a dining table with plates of food
19824.jpg,14,a wooden bench sitting inside of a forest filled with trees
19825.jpg,15,a brightly colored bird sitting on a tree branch
19826.jpg,0 14,a batter is at home plate as another is in the practice box
19829.jpg,0,a little boy holding a nintendo wii game controller
19831.jpg,0,a person leaning up against a clock monument
19833.jpg,0,woman in white tennis outfit hitting a tennis ball
19834.jpg,0,a man in cardigan and tie in white room
19835.jpg,10,a yellow fire hydrant sits around a damp area of concrete
19838.jpg,0,a skateboarder taking a rest against a wall
19841.jpg,16 0,a girls legs with a cat at her feet
19842.jpg,0,a couple guys on a beach with a kite in hand
19846.jpg,8 0,two people wearing hard hats and life vests on a ship on open waters
19847.jpg,0,some skiers on a big snowy hill by the lift
19850.jpg,0,a man on a surfboard in the ocean
19851.jpg,0 9 2,a traffic light on a city street with street signs
19855.jpg,0 14,a group of people sitting on a bench near trees
19856.jpg,0 14,a person on a skateboard up on a rail
19858.jpg,6,trains pulling into the trains station on an overcast day
19859.jpg,0,two young men are playing frisbee on the waters edge
19861.jpg,7 1 17 2,two dogs are laying next to a bike
19863.jpg,0,a woman sitting on a bed looking at a laptop
19868.jpg,0,a clock tower on a roundabout next to a building
19869.jpg,7 0,two men are practicing tennis on the same side of the net
19871.jpg,0 14,a hand that is on the side of a bench
19874.jpg,0,a display case in a doughnut shop filled with lots of doughnuts
19876.jpg,0,several kites are seen flying high over the water
19878.jpg,9,street lights are lighting the empty street and adjacent parking lot
19880.jpg,0,three uniformed baseball players on a field during a game
19882.jpg,0,a couple of people playing a game of tennis
19884.jpg,0,a picture of a child running from the home plate
19885.jpg,8,a ship tipped a little to the side next to a dock
19886.jpg,4,a plane flying over the water off the coast
19887.jpg,0 17,a brown and white dog standing on top of a leaf covered field
19890.jpg,0,the man looks surprised as the girl lays the food on his plate
19893.jpg,7 0 2 5,a greien car and two red cars on the street
19894.jpg,16,a kitten sleeps underneath a table with two chairs
19896.jpg,0,people reaching up next to a truck receiving bundles of bananas
19897.jpg,15,a black bird with grey and brown feathers on a branch
19898.jpg,0 14,six surfers stand together by the water under a bridge
19900.jpg,17,the dog is laying on the floor next to the table with the laptop on it
19902.jpg,0 1,two soccer players vie for control of the ball
19903.jpg,16,a cat sitting on a pillow on top of a couch
19904.jpg,0,a male tennis player on a outdoor court about to serve the ball
19909.jpg,0 2,several chefs serving food from large pots and pans
19910.jpg,0,a skier crosses a snowy path toward a slope
19913.jpg,0,a young lady holding a tie and smiling
